Hugo Symbol	Entrez Gene ID	GRCh37 Isoform	GRCh37 RefSeq	GRCh38 Isoform	GRCh38 RefSeq	Gene Type	# of occurrence within resources (Column J-P)	OncoKB Annotated	MSK-IMPACT	MSK-HEME	FOUNDATION ONE	FOUNDATION ONE HEME	Vogelstein	COSMIC CGC (v99)	Gene Aliases
IRF4	3662	ENST00000380956	NM_002460.3	ENST00000380956	NM_002460.3	ONCOGENE	6	Yes	Yes	Yes	Yes	Yes	No	Yes	LSIRF, MUM1
JUN	3725	ENST00000371222	NM_002228.3	ENST00000371222	NM_002228.3	ONCOGENE	6	Yes	Yes	Yes	Yes	Yes	No	Yes	AP-1, c-Jun
KDM5A	5927	ENST00000399788	NM_001042603.1	ENST00000399788	NM_001042603.1	ONCOGENE	6	Yes	Yes	Yes	Yes	Yes	No	Yes	JARID1A, RBBP2
KDR	3791	ENST00000263923	NM_002253.2	ENST00000263923	NM_002253.2	ONCOGENE	6	Yes	Yes	Yes	Yes	Yes	No	Yes	CD309, FLK1, VEGFR, VEGFR2
KEAP1	9817	ENST00000171111	NM_203500.1	ENST00000171111	NM_203500.1	TSG	6	Yes	Yes	Yes	Yes	Yes	No	Yes	INrf2, KIAA0132, KLHL19, MGC10630, MGC1114, MGC20887, MGC4407, MGC9454
KMT2A	4297	ENST00000534358	NM_001197104.1	ENST00000534358	NM_001197104.1	TSG	6	Yes	Yes	Yes	Yes	Yes	No	Yes	ALL-1, CXXC7, HRX, HTRX1, MLL, MLL1A, TRX1
KMT2C	58508	ENST00000262189	NM_170606.2	ENST00000262189	NM_170606.2	TSG	6	Yes	Yes	Yes	No	Yes	Yes	Yes	HALR, KIAA1506, MLL3
MAP2K2	5605	ENST00000262948	NM_030662.3	ENST00000262948	NM_030662.3	ONCOGENE	6	Yes	Yes	Yes	Yes	Yes	No	Yes	MEK2, PRKMK2
MAP2K4	6416	ENST00000353533	NM_003010.3	ENST00000353533	NM_003010.3	TSG	6	Yes	Yes	Yes	Yes	Yes	No	Yes	JNKK1, MEK4, MKK4, PRKMK4, SERK1
MAPK1	5594	ENST00000215832	NM_002745.4	ENST00000215832	NM_002745.4	ONCOGENE	6	Yes	Yes	Yes	Yes	Yes	No	Yes	ERK2, MAPK2, PRKM1, PRKM2, p41mapk
MDM2	4193	ENST00000462284	NM_002392.5	ENST00000258149	NM_002392.5	ONCOGENE	6	Yes	Yes	Yes	Yes	Yes	No	Yes	HDM2, MGC5370
MDM4	4194	ENST00000367182	NM_002393.4	ENST00000367182	NM_002393.4	ONCOGENE	6	Yes	Yes	Yes	Yes	Yes	No	Yes	HDMX, MDMX
MITF	4286	ENST00000394351	NM_000248.3	ENST00000394351	NM_000248.4	ONCOGENE_AND_TSG	6	Yes	Yes	Yes	Yes	Yes	No	Yes	MI, WS2, WS2A, bHLHe32
MTOR	2475	ENST00000361445	NM_004958.3	ENST00000361445	NM_004958.3	ONCOGENE	6	Yes	Yes	Yes	Yes	Yes	No	Yes	FLJ44809, FRAP, FRAP1, FRAP2, RAFT1, RAPT1
MUTYH	4595	ENST00000450313	NM_001128425.1	ENST00000710952	NM_001128425.2	TSG	6	Yes	Yes	Yes	Yes	Yes	No	Yes	MYH
MYC	4609	ENST00000377970	NM_002467.4	ENST00000621592	NM_002467.4	ONCOGENE	6	Yes	Yes	Yes	Yes	Yes	No	Yes	MYCC, bHLHe39, c-Myc
MYCL	4610	ENST00000397332	NM_001033082.2	ENST00000397332	NM_001033082.2	ONCOGENE	6	Yes	Yes	Yes	Yes	Yes	No	Yes	LMYC, MYCL1, bHLHe38
MYCN	4613	ENST00000281043	NM_005378.4	ENST00000281043	NM_005378.4	ONCOGENE	6	Yes	Yes	Yes	Yes	Yes	No	Yes	MYCNOT, N-myc, NMYC, bHLHe37
NKX2-1	7080	ENST00000354822	NM_001079668.2	ENST00000354822	NM_001079668.2	ONCOGENE	6	Yes	Yes	Yes	Yes	Yes	No	Yes	BCH, NKX2A, TITF1, TTF-1
NSD2	7468	ENST00000382891	NM_001042424.2	ENST00000382891	NM_001042424.2	ONCOGENE	6	Yes	Yes	Yes	Yes	Yes	No	Yes	KMT3G, MMSET, WHSC1
NSD3	54904	ENST00000317025	NM_023034.1	ENST00000317025	NM_023034.1	INSUFFICIENT_EVIDENCE	6	Yes	Yes	Yes	Yes	Yes	No	Yes	FLJ20353, KMT3F, WHISTLE, WHSC1L1
NTRK1	4914	ENST00000524377	NM_002529.3	ENST00000524377	NM_002529.3	ONCOGENE	6	Yes	Yes	Yes	Yes	Yes	No	Yes	MTC, TRKA
NTRK2	4915	ENST00000277120	NM_006180.3	ENST00000277120	NM_006180.3	ONCOGENE	6	Yes	Yes	Yes	Yes	Yes	No	Yes	TRKB
NTRK3	4916	ENST00000360948	NM_001012338.2	ENST00000629765		ONCOGENE	6	Yes	Yes	Yes	Yes	Yes	No	Yes	TRKC
PALB2	79728	ENST00000261584	NM_024675.3	ENST00000261584	NM_024675.3	TSG	6	Yes	Yes	Yes	Yes	Yes	No	Yes	FANCN, FLJ21816
PDCD1LG2	80380	ENST00000397747	NM_025239.3	ENST00000397747	NM_025239.3	ONCOGENE	6	Yes	Yes	Yes	Yes	Yes	No	Yes	B7-DC, Btdc, CD273, PD-L2, PDL2, bA574F11.2
PDGFRB	5159	ENST00000261799	NM_002609.3	ENST00000261799	NM_002609.3	ONCOGENE	6	Yes	Yes	Yes	Yes	Yes	No	Yes	CD140b, JTK12, PDGFR, PDGFR1
PHF6	84295	ENST00000332070	NM_001015877.1	ENST00000332070	NM_001015877.1	TSG	6	Yes	Yes	Yes	No	Yes	Yes	Yes	BFLS, BORJ, CENP-31, KIAA1823, MGC14797
PIM1	5292	ENST00000373509	NM_002648.3	ENST00000373509	NM_002648.3	INSUFFICIENT_EVIDENCE	6	Yes	Yes	Yes	Yes	Yes	No	Yes	PIM
PRKAR1A	5573	ENST00000358598	NM_212471.2	ENST00000358598	NM_212471.2	TSG	6	Yes	Yes	Yes	Yes	Yes	No	Yes	CNC1, PRKAR1, TSE1
RAD21	5885	ENST00000297338	NM_006265.2	ENST00000297338	NM_006265.2	TSG	6	Yes	Yes	Yes	Yes	Yes	No	Yes	KIAA0078, SCC1, hHR21
RAF1	5894	ENST00000251849	NM_002880.3	ENST00000251849	NM_002880.3	ONCOGENE	6	Yes	Yes	Yes	Yes	Yes	No	Yes	CRAF, Raf-1, c-Raf
RARA	5914	ENST00000254066	NM_000964.3	ENST00000254066	NM_000964.3	INSUFFICIENT_EVIDENCE	6	Yes	Yes	Yes	Yes	Yes	No	Yes	NR1B1
ROS1	6098	ENST00000368508	NM_002944.2	ENST00000368508	NM_002944.2	ONCOGENE	6	Yes	Yes	Yes	Yes	Yes	No	Yes	MCF3, ROS, c-ros-1
RUNX1	861	ENST00000300305	NM_001754.4	ENST00000300305	NM_001754.4	TSG	6	Yes	Yes	Yes	No	Yes	Yes	Yes	AML1, AMLCR1, CBFA2, PEBP2A2
SDHA	6389	ENST00000264932	NM_004168.2	ENST00000264932	NM_004168.2	TSG	6	Yes	Yes	Yes	Yes	Yes	No	Yes	FP, SDH2, SDHF
SDHB	6390	ENST00000375499	NM_003000.2	ENST00000375499	NM_003000.2	TSG	6	Yes	Yes	Yes	Yes	Yes	No	Yes	SDH, SDH1
SDHC	6391	ENST00000367975	NM_003001.3	ENST00000367975	NM_003001.3	TSG	6	Yes	Yes	Yes	Yes	Yes	No	Yes	CYB560, PGL3, cybL
SDHD	6392	ENST00000375549	NM_003002.3	ENST00000375549	NM_003002.3	TSG	6	Yes	Yes	Yes	Yes	Yes	No	Yes	PGL, PGL1, cybS
SOX2	6657	ENST00000325404	NM_003106.3	ENST00000325404	NM_003106.3	ONCOGENE	6	Yes	Yes	Yes	Yes	Yes	No	Yes	
SPEN	23013	ENST00000375759	NM_015001.2	ENST00000375759	NM_015001.2	TSG	6	Yes	Yes	Yes	Yes	Yes	No	Yes	KIAA0929, MINT, RBM15C, SHARP
SRC	6714	ENST00000358208	NM_198291.2	ENST00000358208	NM_198291.2	ONCOGENE	6	Yes	Yes	Yes	Yes	Yes	No	Yes	ASV, SRC1, c-src
SRSF2	6427	ENST00000359995	NM_003016.4	ENST00000359995	NM_003016.4	INSUFFICIENT_EVIDENCE	6	Yes	Yes	Yes	No	Yes	Yes	Yes	PR264, SC-35, SC35, SFRS2, SFRS2A
STAT3	6774	ENST00000264657	NM_139276.2	ENST00000264657	NM_139276.2	ONCOGENE	6	Yes	Yes	Yes	Yes	Yes	No	Yes	APRF
SUFU	51684	ENST00000369902	NM_016169.3	ENST00000369902	NM_016169.3	TSG	6	Yes	Yes	Yes	Yes	Yes	No	Yes	PRO1280, SUFUH, SUFUXL
SYK	6850	ENST00000375746	NM_003177.5	ENST00000375746	NM_003177.5	ONCOGENE	6	Yes	Yes	Yes	Yes	Yes	No	Yes	
TENT5C	54855	ENST00000369448	NM_017709.3	ENST00000369448	NM_017709.3	TSG	6	Yes	Yes	Yes	Yes	Yes	No	Yes	FAM46C, FLJ20202
TGFBR2	7048	ENST00000295754	NM_003242.5	ENST00000295754	NM_003242.6	TSG	6	Yes	Yes	Yes	Yes	Yes	No	Yes	MFS2, TBR-ii, TBRII
TMPRSS2	7113	ENST00000398585	NM_001135099.1	ENST00000398585	NM_001135099.1	INSUFFICIENT_EVIDENCE	6	Yes	Yes	Yes	Yes	Yes	No	Yes	PRSS10
TNFRSF14	8764	ENST00000355716	NM_003820.2	ENST00000355716	NM_003820.2	TSG	6	Yes	Yes	Yes	Yes	Yes	No	Yes	ATAR, CD270, HVEA, HVEM, LIGHTR
TSC2	7249	ENST00000219476	NM_000548.3	ENST00000219476	NM_000548.3	TSG	6	Yes	Yes	Yes	Yes	Yes	No	Yes	LAM, PPP1R160, TSC4, tuberin
XPO1	7514	ENST00000401558	NM_003400.3	ENST00000401558	NM_003400.3	ONCOGENE	6	Yes	Yes	Yes	Yes	Yes	No	Yes	CRM-1, CRM1, emb
AKT3	10000	ENST00000263826	NM_005465.4	ENST00000263826	NM_005465.4	ONCOGENE	5	Yes	Yes	Yes	Yes	Yes	No	No	PKBG, PRKBG, RAC-gamma
ARAF	369	ENST00000377045	NM_001654.4	ENST00000377045	NM_001654.4	ONCOGENE	5	Yes	Yes	Yes	Yes	Yes	No	No	ARAF1
ARID1B	57492	ENST00000350026	NM_017519	ENST00000636930		TSG	5	Yes	Yes	Yes	No	No	Yes	Yes	6A3-5, BAF250b, DAN15, ELD/OSA1, KIAA1235, p250R
AURKA	6790	ENST00000312783	NM_003600.2	ENST00000312783	NM_003600.2	ONCOGENE	5	Yes	Yes	Yes	Yes	Yes	No	No	AIK, ARK1, AurA, BTAK, PPP1R47, STK15, STK6
AURKB	9212	ENST00000585124	NM_004217.3	ENST00000585124	NM_004217.3	ONCOGENE	5	Yes	Yes	Yes	Yes	Yes	No	No	ARK2, Aik2, AurB, IPL1, PPP1R48, STK12, STK5
AXL	558	ENST00000301178	NM_021913.4	ENST00000301178	NM_021913.4	ONCOGENE	5	Yes	Yes	Yes	Yes	Yes	No	No	JTK11, Tyro7, UFO
BCL10	8915	ENST00000370580	NM_003921.4	ENST00000648566	NM_003921.4	TSG	5	Yes	Yes	Yes	No	Yes	No	Yes	CIPER, CLAP, c-E10, mE10
BCORL1	63035	ENST00000218147		ENST00000218147	NM_021946.4	TSG	5	Yes	No	Yes	Yes	Yes	No	Yes	CXorf10, FLJ11362
BCR	613	ENST00000305877	NM_004327.3	ENST00000305877	NM_004327.3	ONCOGENE	5	Yes	No	Yes	Yes	Yes	No	Yes	ALL, BCR1, CML, D22S11, D22S662, PHL
BIRC3	330	ENST00000263464	NM_182962.2	ENST00000263464	NM_182962.2	ONCOGENE_AND_TSG	5	Yes	Yes	Yes	No	Yes	No	Yes	API2, MALT2, MIHC, RNF49, c-IAP2, cIAP2, hiap-1
BLM	641	ENST00000355112	NM_000057.2	ENST00000355112	NM_000057.2	TSG	5	Yes	Yes	Yes	No	Yes	No	Yes	BS, RECQ2, RECQL3
BTG1	694	ENST00000256015	NM_001731.2	ENST00000256015	NM_001731.2	TSG	5	Yes	No	Yes	Yes	Yes	No	Yes	APRO2
CDK8	1024	ENST00000381527	NM_001260.1	ENST00000381527	NM_001260.1	ONCOGENE	5	Yes	Yes	Yes	Yes	Yes	No	No	K35
CDKN2B	1030	ENST00000276925	NM_004936.3	ENST00000276925	NM_004936.3	TSG	5	Yes	Yes	Yes	Yes	Yes	No	No	CDK4I, INK4B, MTS2, P15, TP15, p15INK4b
CHEK1	1111	ENST00000428830	NM_001274.5	ENST00000428830	NM_001274.5	TSG	5	Yes	Yes	Yes	Yes	Yes	No	No	CHK1
CRKL	1399	ENST00000354336	NM_005207.3	ENST00000354336	NM_005207.3	ONCOGENE	5	Yes	Yes	Yes	Yes	Yes	No	No	
CYLD	1540	ENST00000398568	NM_001042355.1	ENST00000398568	NM_001042355.1	TSG	5	Yes	Yes	Yes	No	No	Yes	Yes	CYLD1, KIAA0849, USPL2
DOT1L	84444	ENST00000398665	NM_032482.2	ENST00000398665	NM_032482.2	ONCOGENE	5	Yes	Yes	Yes	Yes	Yes	No	No	DOT1, KIAA1814, KMT4
EED	8726	ENST00000263360	NM_003797.3	ENST00000263360	NM_003797.3	TSG	5	Yes	Yes	Yes	Yes	Yes	No	No	HEED, WAIT-1
EIF4A2	1974	ENST00000323963	NM_001967.3	ENST00000323963	NM_001967.3	ONCOGENE	5	Yes	Yes	Yes	No	Yes	No	Yes	BM-010, DDX2B
EPHA3	2042	ENST00000336596	NM_005233.5	ENST00000336596	NM_005233.5	TSG	5	Yes	Yes	Yes	Yes	Yes	No	No	ETK, ETK1, HEK, HEK4, TYRO4
EPHB1	2047	ENST00000398015	NM_004441.4	ENST00000398015	NM_004441.4	ONCOGENE_AND_TSG	5	Yes	Yes	Yes	Yes	Yes	No	No	EPHT2, Hek6
ERCC4	2072	ENST00000311895	NM_005236.2	ENST00000311895	NM_005236.2	TSG	5	Yes	Yes	Yes	Yes	No	No	Yes	FANCQ, XPF
ETV1	2115	ENST00000405192	NM_001163147.1	ENST00000405192	NM_001163147.1	ONCOGENE	5	Yes	Yes	Yes	No	Yes	No	Yes	ER81
FAS	355	ENST00000355740	NM_000043.4	ENST00000652046	NM_000043.6	TSG	5	Yes	No	Yes	Yes	Yes	No	Yes	APO-1, APT1, CD95, FAS1, TNFRSF6
FGF19	9965	ENST00000294312	NM_005117.2	ENST00000294312	NM_005117.2	ONCOGENE	5	Yes	Yes	Yes	Yes	Yes	No	No	
FGF3	2248	ENST00000334134	NM_005247.2	ENST00000334134	NM_005247.2	ONCOGENE	5	Yes	Yes	Yes	Yes	Yes	No	No	HBGF-3, INT2
FGF4	2249	ENST00000168712	NM_002007.2	ENST00000168712	NM_002007.2	ONCOGENE	5	Yes	Yes	Yes	Yes	Yes	No	No	HBGF-4, HST, HST-1, HSTF1, K-FGF, KFGF
FH	2271	ENST00000366560	NM_000143.3	ENST00000366560	NM_000143.3	TSG	5	Yes	Yes	Yes	Yes	No	No	Yes	
FLT1	2321	ENST00000282397	NM_002019.4	ENST00000282397	NM_002019.4	ONCOGENE	5	Yes	Yes	Yes	Yes	Yes	No	No	FLT, VEGFR1
FLT4	2324	ENST00000261937	NM_182925.4	ENST00000261937	NM_182925.4	ONCOGENE	5	Yes	Yes	Yes	No	Yes	No	Yes	VEGFR-3, VEGFR3
FOXO1	2308	ENST00000379561	NM_002015.3	ENST00000379561	NM_002015.3	TSG	5	Yes	Yes	Yes	No	Yes	No	Yes	FKH1, FKHR, FOXO1A
FOXP1	27086	ENST00000318789	NM_001244814.1	ENST00000318789	NM_001244814.1	ONCOGENE_AND_TSG	5	Yes	Yes	Yes	No	Yes	No	Yes	12CC4, HSPC215, QRF1, hFKH1B
GRIN2A	2903	ENST00000330684	NM_001134407.1	ENST00000330684	NM_001134407.1	TSG	5	Yes	Yes	Yes	No	Yes	No	Yes	GluN2A, NMDAR2A
GSK3B	2932	ENST00000316626	NM_002093.3	ENST00000316626	NM_002093.3	ONCOGENE	5	Yes	Yes	Yes	Yes	Yes	No	No	
ID3	3399	ENST00000374561	NM_002167.4	ENST00000374561	NM_002167.4	TSG	5	Yes	Yes	Yes	Yes	Yes	No	No	HEIR-1, bHLHb25
IGF1R	3480	ENST00000268035	NM_000875.3	ENST00000650285	NM_000875.3	ONCOGENE	5	Yes	Yes	Yes	Yes	Yes	No	No	CD221, IGFIR, IGFR, JTK13, MGC18216
IKBKE	9641	ENST00000367120	NM_014002.3	ENST00000581977	NM_014002.3	ONCOGENE	5	Yes	Yes	Yes	Yes	Yes	No	No	IKK-i, IKKE, KIAA0151
IL7R	3575	ENST00000303115	NM_002185.3	ENST00000303115	NM_002185.3	ONCOGENE	5	Yes	Yes	Yes	No	Yes	No	Yes	CD127, IL7RA
INPP4B	8821	ENST00000262992	NM_001101669.1	ENST00000262992	NM_001101669.1	TSG	5	Yes	Yes	Yes	Yes	Yes	No	No	
IRS2	8660	ENST00000375856	NM_003749.2	ENST00000375856	NM_003749.2	ONCOGENE	5	Yes	Yes	Yes	Yes	Yes	No	No	
KLF4	9314	ENST00000374672	NM_004235.4	ENST00000374672	NM_004235.4	ONCOGENE_AND_TSG	5	Yes	Yes	Yes	No	No	Yes	Yes	EZF, GKLF
LMO1	4004	ENST00000335790	NM_002315.2	ENST00000335790	NM_002315.2	ONCOGENE	5	Yes	Yes	Yes	No	Yes	No	Yes	RBTN1, RHOM1
MALT1	10892	ENST00000348428	NM_006785.3	ENST00000649217	NM_006785.3	INSUFFICIENT_EVIDENCE	5	Yes	Yes	Yes	No	Yes	No	Yes	MLT, PCASP1
MAP3K13	9175	ENST00000265026	NM_004721.4	ENST00000265026	NM_004721.4	ONCOGENE	5	Yes	Yes	Yes	Yes	No	No	Yes	LZK, MEKK13
MCL1	4170	ENST00000369026	NM_021960.4	ENST00000369026	NM_021960.4	ONCOGENE	5	Yes	Yes	Yes	Yes	Yes	No	No	BCL2L3, Mcl-1
MEF2B	100271849	ENST00000162023	NM_001145785.1	ENST00000424583	NM_001145785.1	ONCOGENE	5	Yes	Yes	Yes	Yes	Yes	No	No	RSRFR2
MRE11	4361	ENST00000323929	NM_005591.3	ENST00000323929	NM_005591.3	TSG	5	Yes	Yes	Yes	Yes	Yes	No	No	ATLD, MRE11A
MSH3	4437	ENST00000265081	NM_002439.4	ENST00000265081	NM_002439.4	TSG	5	Yes	Yes	Yes	Yes	Yes	No	No	
MSI2	124540	ENST00000284073	NM_138962.2	ENST00000284073	NM_138962.2	ONCOGENE	5	Yes	Yes	Yes	No	Yes	No	Yes	
NBN	4683	ENST00000265433	NM_002485.4	ENST00000265433	NM_002485.4	TSG	5	Yes	Yes	Yes	Yes	No	No	Yes	AT-V1, AT-V2, ATV, NBS, NBS1
NCOR1	9611	ENST00000268712	NM_006311.3	ENST00000268712	NM_006311.3	TSG	5	Yes	Yes	Yes	No	No	Yes	Yes	KIAA1047, MGC104216, N-CoR, PPP1R109, TRAC1, hCIT529I10, hN-CoR
NFKBIA	4792	ENST00000216797	NM_020529.2	ENST00000216797	NM_020529.2	TSG	5	Yes	Yes	Yes	Yes	Yes	No	No	IKBA, IkappaBalpha, MAD-3, NFKBI
NSD1	64324	ENST00000439151	NM_022455.4	ENST00000439151	NM_022455.4	ONCOGENE_AND_TSG	5	Yes	Yes	Yes	No	Yes	No	Yes	ARA267, FLJ22263, KMT3B, STO
NT5C2	22978	ENST00000343289	NM_001134373.2	ENST00000343289	NM_001134373.2	ONCOGENE	5	Yes	No	Yes	Yes	Yes	No	Yes	GMP, NT5B, PNT5, SPG45, SPG65, cN-II
P2RY8	286530	ENST00000381297	NM_178129.4	ENST00000381297	NM_178129.4	TSG	5	Yes	No	Yes	Yes	Yes	No	Yes	P2Y8
PDCD1	5133	ENST00000334409	NM_005018.2	ENST00000334409	NM_005018.2	ONCOGENE	5	Yes	Yes	Yes	Yes	Yes	No	No	CD279, PD-1, SLEB2, hSLE1
PIK3CB	5291	ENST00000289153	NM_006219.2	ENST00000289153	NM_006219.2	ONCOGENE	5	Yes	Yes	Yes	Yes	No	No	Yes	PIK3C1
PMS2	5395	ENST00000265849	NM_000535.5	ENST00000265849	NM_000535.5	TSG	5	Yes	Yes	Yes	Yes	No	No	Yes	HNPCC4, H_DJ0042M02.9, MLH4, PMSL2
POLD1	5424	ENST00000440232	NM_002691.3	ENST00000440232	NM_002691.3	TSG	5	Yes	Yes	Yes	Yes	No	No	Yes	POLD
POLE	5426	ENST00000320574	NM_006231.2	ENST00000320574	NM_006231.2	TSG	5	Yes	Yes	Yes	Yes	No	No	Yes	POLE1
POT1	25913	ENST00000357628	NM_015450.2	ENST00000357628	NM_015450.2	TSG	5	Yes	Yes	Yes	No	Yes	No	Yes	DKFZp586D211, hPot1
PPARG	5468	ENST00000287820	NM_015869.4	ENST00000287820	NM_015869.4	ONCOGENE	5	Yes	Yes	Yes	Yes	No	No	Yes	NR1C3, PPARG1, PPARG2, PPARgamma
RAC1	5879	ENST00000356142	NM_018890.3	ENST00000356142	NM_018890.3	ONCOGENE	5	Yes	Yes	Yes	Yes	No	No	Yes	Rac-1, TC-25, p21-Rac1
RAD50	10111	ENST00000265335	NM_005732.3	ENST00000378823	NM_005732.3	TSG	5	Yes	Yes	Yes	No	Yes	No	Yes	RAD50-2, hRad50
RAD51	5888	ENST00000267868	NM_002875.4	ENST00000267868	NM_002875.4	TSG	5	Yes	Yes	Yes	Yes	Yes	No	No	BRCC5, FANCR, HsRad51, HsT16930, RAD51A, RECA
RAD51B	5890	ENST00000487270	NM_133509.3	ENST00000487270	NM_133509.3	TSG	5	Yes	Yes	Yes	Yes	No	No	Yes	R51H2, RAD51L1, REC2, hREC2
RBM10	8241	ENST00000377604		ENST00000377604		TSG	5	Yes	Yes	Yes	Yes	No	No	Yes	DXS8237E, GPATC9, GPATCH9, KIAA0122, S1-1, ZRANB5
REL	5966	ENST00000295025	NM_002908.2	ENST00000295025	NM_002908.2	ONCOGENE	5	Yes	Yes	Yes	Yes	No	No	Yes	HIVEN86A, I-Rel, c-Rel
RHOA	387	ENST00000418115	NM_001664.2	ENST00000418115	NM_001664.2	ONCOGENE	5	Yes	Yes	Yes	No	Yes	No	Yes	ARH12, ARHA, RHOH12, Rho12
RICTOR	253260	ENST00000357387	NM_152756.3	ENST00000357387	NM_152756.3	ONCOGENE	5	Yes	Yes	Yes	Yes	Yes	No	No	AVO3, KIAA1999, MGC39830, PIA
RPTOR	57521	ENST00000306801	NM_020761.2	ENST00000306801	NM_020761.2	ONCOGENE	5	Yes	Yes	Yes	Yes	Yes	No	No	KIAA1303, KOG1, Mip1, raptor
SETBP1	26040	ENST00000282030	NM_015559.2	ENST00000649279	NM_015559.2	ONCOGENE	5	Yes	No	Yes	No	Yes	Yes	Yes	KIAA0437, SEB
SOX9	6662	ENST00000245479	NM_000346.3	ENST00000245479	NM_000346.3	ONCOGENE_AND_TSG	5	Yes	Yes	Yes	Yes	No	Yes	No	CMD1, CMPD1
STAT5B	6777	ENST00000293328	NM_012448.3	ENST00000293328	NM_012448.3	ONCOGENE	5	Yes	Yes	Yes	No	Yes	No	Yes	
SUZ12	23512	ENST00000322652	NM_015355.2	ENST00000322652	NM_015355.2	TSG	5	Yes	Yes	Yes	No	Yes	No	Yes	CHET9, JJAZ1, KIAA0160
TBX3	6926	ENST00000257566	NM_016569.3	ENST00000257566	NM_016569.3	TSG	5	Yes	Yes	Yes	Yes	No	No	Yes	TBX3-ISO, UMS, XHL
TCF3	6929	ENST00000344749	NM_001136139.2	ENST00000588136	NM_001136139.2	TSG	5	Yes	Yes	Yes	No	Yes	No	Yes	E2A, E47, ITF1, MGC129647, MGC129648, VDIR, bHLHb21
TERT	7015	ENST00000310581	NM_198253.2	ENST00000310581	NM_198253.2	ONCOGENE	5	Yes	Yes	Yes	Yes	No	No	Yes	EST2, TCS1, TP2, TRT, hEST2
TET1	80312	ENST00000373644	NM_030625.2	ENST00000373644	NM_030625.2	TSG	5	Yes	Yes	Yes	No	Yes	No	Yes	CXXC6, KIAA1676, LCX, bA119F7.1
TOP1	7150	ENST00000361337	NM_003286.2	ENST00000361337	NM_003286.2	ONCOGENE	5	Yes	Yes	Yes	No	Yes	No	Yes	
TP63	8626	ENST00000264731	NM_003722.4	ENST00000264731	NM_003722.4	ONCOGENE_AND_TSG	5	Yes	Yes	Yes	No	Yes	No	Yes	EEC3, KET, OFC8, SHFM4, TP53CP, TP53L, TP73L, p53CP, p63, p73H, p73L
TRAF7	84231	ENST00000326181	NM_032271.2	ENST00000326181	NM_032271.2	INSUFFICIENT_EVIDENCE	5	Yes	Yes	Yes	No	No	Yes	Yes	DKFZp586I021, MGC7807, RFWD1, RNF119
TSHR	7253	ENST00000298171	NM_000369.2	ENST00000541158	NM_000369.2	ONCOGENE	5	Yes	Yes	Yes	No	Yes	Yes	No	LGR3
ZRSR2	8233	ENST00000307771	NM_005089.3	ENST00000307771	NM_005089.3	INSUFFICIENT_EVIDENCE	5	Yes	Yes	Yes	No	Yes	No	Yes	U2AF1-RS2, U2AF1L2, URP, ZC3H22
ACVR1	90	ENST00000263640	NM_001111067.2	ENST00000263640	NM_001111067.2	ONCOGENE	4	Yes	Yes	Yes	No	No	No	Yes	ACVR1A, ACVRLK2, ALK2, SKR1
ACVR1B	91	ENST00000257963	NM_004302	ENST00000257963	NM_004302	TSG	4	Yes	No	No	Yes	No	Yes	Yes	ACVRLK4, ALK4, ActRIB, SKR2
ALOX12B	242	ENST00000319144	NM_001139.2	ENST00000647874	NM_001139.2	ONCOGENE_AND_TSG	4	Yes	Yes	Yes	Yes	No	No	No	12R-LOX
AXIN2	8313	ENST00000307078	NM_004655.3	ENST00000307078	NM_004655.3	TSG	4	Yes	Yes	Yes	No	No	No	Yes	DKFZp781B0869, MGC126582
BCL11B	64919	ENST00000357195	NM_138576.3	ENST00000357195	NM_138576.3	TSG	4	Yes	No	Yes	No	Yes	No	Yes	CTIP-2, CTIP2, ZNF856B, hRIT1-alpha
BCL2L1	598	ENST00000307677	NM_138578.1	ENST00000307677	NM_138578.1	INSUFFICIENT_EVIDENCE	4	Yes	Yes	Yes	Yes	No	No	No	BCL2L, BCLX, Bcl-X, PPP1R52, bcl-xL, bcl-xS
BMPR1A	657	ENST00000372037	NM_004329.2	ENST00000372037	NM_004329.2	TSG	4	Yes	Yes	Yes	No	No	No	Yes	ACVRLK3, ALK3, CD292
CDKN1A	1026	ENST00000244741	NM_078467.2	ENST00000244741	NM_078467.2	TSG	4	Yes	Yes	Yes	Yes	No	No	No	CAP20, CDKN1, SDI1, WAF1, p21CIP1, p21Cip1/Waf1
CIITA	4261	ENST00000324288	NM_001286402	ENST00000324288	NM_000246.3	TSG	4	Yes	No	Yes	No	Yes	No	Yes	MHC2TA, NLRA
CUL3	8452	ENST00000264414	NM_003590.4	ENST00000264414	NM_003590.4	TSG	4	Yes	Yes	Yes	Yes	No	No	No	
CUX1	1523	ENST00000292535	NM_181552.3	ENST00000292535	NM_181552.3	TSG	4	Yes	No	Yes	No	Yes	No	Yes	CDP, CDP/Cut, CDP/Cux, CDP1, CUT, CUTL1, CUX, Clox, Cux/CDP, GOLIM6
DDX3X	1654	ENST00000399959	NM_001356.4	ENST00000478993	NM_001356.4	TSG	4	Yes	No	Yes	No	Yes	No	Yes	DBX, DDX14, DDX3
DICER1	23405	ENST00000393063	NM_177438.2	ENST00000393063	NM_177438.2	TSG	4	Yes	Yes	Yes	No	No	No	Yes	Dicer, HERNA, K12H4.8-LIKE, KIAA0928, MNG1
DIS3	22894	ENST00000377767	NM_014953.3	ENST00000377767	NM_014953.3	TSG	4	Yes	Yes	Yes	Yes	No	No	No	EXOSC11, KIAA1008, RRP44, dis3p
